transaction_date,amount,description,counterparty
2025-08-13 00:00:00,8082,Prepare company last true.,Phelps-Edwards
2025-08-24 00:00:00,-4530,Help indicate when by audience national activity.,Howell PLC
2025-08-30 00:00:00,-8704,Watch sing arm great. Successful every statement.,"Miller, Hayes and Davis"
2025-08-10 00:00:00,-3392.699162717181,Green former center before most first.,"Webster, Garza and Abbott"
2025-08-25 00:00:00,-8879,Situation really state away.,Heath-Andersen
2025-08-03 00:00:00,6177,Blue serious identify.,"Wilson, Madden and Austin"
2025-08-28 00:00:00,-9813,Offer individual leave final edge.,Navarro Inc
2025-08-12 00:00:00,-7245,Low wife do medical more risk.,Stafford Ltd
2025-08-14 00:00:00,1486,Perhaps soldier pick huge my article.,Miller Ltd
2025-08-02 00:00:00,-3737,Stage way really dark billion.,"Lee, Roth and Erickson"
2025-08-01 00:00:00,-8463,Should language first laugh.,Brown and Sons
2025-08-14 00:00:00,-9923,As reduce answer director room.,Williams and Sons
2025-08-21 00:00:00,-6717,Four sell stage huge series area.,Harvey Group
2025-08-21 00:00:00,1449,Term window foreign forward society enjoy.,Hernandez-Rojas
2025-08-29 00:00:00,5424,Check consumer them body thing address write.,Garza-Brown
2025-08-12 00:00:00,-4036.328021288267,Near new traditional full reduce.,Peterson LLC
2025-08-10 00:00:00,-29289,Top line win theory democratic land.,Quick Loan Inc.
2025-08-25 00:00:00,-9756,Minute personal who listen long foreign a.,Williams-Smith
2025-08-01 00:00:00,-30000,Congress color campaign natural.,Cash Advance Inc.
2025-08-14 00:00:00,-7475,His election who add single bring star.,Peterson LLC
2025-08-19 00:00:00,4370,Without hold according.,"Gomez, Mcmahon and Fisher"
2025-08-07 00:00:00,-4501,Through PM simple carry letter community.,Ford-Nolan
2025-08-14 00:00:00,396.3896534365097,Buy care wife particular within.,Barrera Group
2025-08-17 00:00:00,-6078,Man apply benefit firm education car office.,Colon Ltd
2025-08-05 00:00:00,-9880,Pay make near decision chair.,Alvarado LLC
2025-08-03 00:00:00,-7991,Long thank by most special describe unit.,"Griffith, Johnson and Alexander"
2025-08-01 00:00:00,-3677,Value yes then unit few suggest open.,"Nicholson, Walker and Adams"
2025-08-06 00:00:00,6608,Probably according campaign positive clear.,Hopkins-Cook
2025-08-15 00:00:00,-8697,Modern threat tree stuff.,Smith-Allen
2025-08-29 00:00:00,-9707,Instead officer apply fact.,Ramos PLC
2025-08-30 00:00:00,1406.7234156961463,Hope value under some.,Gould Ltd
2025-08-02 00:00:00,-9116,Budget certain never just soon.,Tran-Burns
2025-08-20 00:00:00,-5280,Official truth bill kind health.,Davis Inc
2025-08-23 00:00:00,-9073,Machine product talk size local loss.,"Hart, Park and Boyd"
2025-08-05 00:00:00,7859,Generation bag understand down.,Mack Ltd
2025-08-06 00:00:00,-8211,Floor well appear two federal seat general.,Clements PLC
2025-08-21 00:00:00,9050.754046806174,Level many happen glass.,Townsend-Hale
2025-08-20 00:00:00,-9782.1826816464,Summer laugh bag top fact.,"Ortiz, Hoffman and Fuller"
2025-08-23 00:00:00,-8306,East total inside address maintain least.,Harris-Hernandez
2025-08-06 00:00:00,-4951.91205394885,Take weight necessary international decade.,Lester and Sons
2025-08-05 00:00:00,-8894,These should and money. Fly form test.,Heath-Andersen
2025-08-20 00:00:00,7440,Know feel let edge southern.,"Hart, Park and Boyd"
2025-08-29 00:00:00,7366,Who court media part interesting drug.,"Carpenter, Burton and Oneal"
2025-08-10 00:00:00,-8914,Whatever more a into of minute.,Bell PLC
2025-08-07 00:00:00,-9201,Care week half their girl ahead goal.,Jacobs-Lopez
2025-08-15 00:00:00,-9299,Turn church thing decide common term.,Perez Ltd
2025-08-04 00:00:00,452,Official particular worry strong.,"Schmidt, Fuller and Johnson"
2025-08-18 00:00:00,674,Art general can order.,"Nicholson, Walker and Adams"
2025-08-10 00:00:00,-9734,Whether argue lead board finish join road east.,"Huang, Johnson and Anderson"
2025-08-04 00:00:00,-6902,Kind off serve strategy. Everyone age two.,Lester and Sons
2025-08-30 00:00:00,-6808,Address understand language have actually.,Flores LLC
2025-08-11 00:00:00,-2139,Open site coach listen. Who Mr study ever.,Lee-Ramirez
2025-08-04 00:00:00,-7082,Student system there age.,Walsh Inc
2025-08-18 00:00:00,297,Decision charge institution after deal.,Ford-Nolan
2025-08-01 00:00:00,-1671,Young current risk rather.,Perry PLC
2025-08-05 00:00:00,-9724,Paper experience itself trouble card.,"Moore, Austin and Rogers"
2025-08-30 00:00:00,-2288,Entire hundred recent direction American.,Lara-Baker
2025-08-02 00:00:00,4787,Ball history later plant.,"Adkins, Duncan and Thompson"
2025-08-09 00:00:00,6416,Hand board who despite trip goal official.,Lewis-Hayes
2025-08-24 00:00:00,4809,Save western say stand whether.,Rasmussen Group
2025-08-29 00:00:00,-9935,Chair realize kid play six.,Willis LLC
2025-08-14 00:00:00,-3708,Be range out structure.,Haney Ltd
2025-08-06 00:00:00,-592,On act let painting air benefit during.,Nichols LLC
2025-08-23 00:00:00,-440.18337303942036,Six start take have stop time.,Parker Inc
2025-08-28 00:00:00,-4798,Employee such practice quickly any market poor.,Garza-Brown
2025-08-30 00:00:00,-9571,Easy west too seven cover prepare away.,"Adkins, Duncan and Thompson"
2025-08-24 00:00:00,-240,Require expect church.,"Martin, Payne and Stewart"
2025-08-06 00:00:00,3701,Arrive true player popular. Mother model new six.,Moore PLC
2025-08-04 00:00:00,387,Consumer cell modern alone eight beat thus past.,Davis-Green
2025-08-22 00:00:00,1457,Treatment office yeah bar rather.,Barnes-Johnson
2025-08-08 00:00:00,-3032,Growth must Mr turn child quality.,Lara-Baker
2025-08-26 00:00:00,-30000,Television to raise.,Quick Loan Inc.
2025-08-18 00:00:00,-2460,Same learn art national.,Miller Ltd
2025-08-06 00:00:00,8394,Sure morning either despite tell.,Cohen Group
2025-08-03 00:00:00,447,Voice foot return design over agreement certain.,"Nash, Mueller and Russell"
2025-08-04 00:00:00,-759,Blue seem as cover agree time.,"Brown, White and Lee"
2025-08-20 00:00:00,8460,According half reveal not many wonder wish.,Anderson PLC
2025-08-05 00:00:00,6036,Likely society amount.,"Nash, Mueller and Russell"
2025-08-20 00:00:00,-9890,Adult boy before hair true appear class develop.,Kennedy-Woods
2025-08-22 00:00:00,9928,Shoulder travel minute.,Rubio and Sons
2025-08-30 00:00:00,-5029,Meet nearly along main grow than very join.,"Wilson, Madden and Austin"
2025-08-07 00:00:00,-1715,Role against recently best family exactly lawyer.,Anderson PLC
2025-08-07 00:00:00,-8678,Campaign free usually low stock later.,Maxwell Inc
2025-08-06 00:00:00,5358,Term task somebody tell.,Williams Group
2025-08-18 00:00:00,-4690,Late just player defense.,Evans-Burns
2025-08-10 00:00:00,-6179,Top yes attorney myself. Smile per admit action.,Clements PLC
2025-08-25 00:00:00,672,Say especially investment hundred.,"Alvarez, Edwards and Aguirre"
2025-08-11 00:00:00,2462,East rather describe night director paper could.,Miller-Cole
2025-08-12 00:00:00,-9942,Little serious deal.,Buchanan Inc
2025-08-04 00:00:00,-6907,Body necessary dark open reach myself court.,Alvarado and Sons
2025-08-09 00:00:00,-3781,Color far everybody visit simply.,Colon Ltd
2025-08-25 00:00:00,-30000,Open white part write.,Cash Advance Inc.
2025-08-13 00:00:00,1819,Serious some keep let letter president.,Stevens Group
2025-08-16 00:00:00,-5920,Movement history smile left ability or edge.,"Allen, Smith and Zamora"
2025-08-06 00:00:00,8904,Consider allow product table need others.,Aguilar Group
2025-08-03 00:00:00,4440.3655443615435,Whatever product car appear.,Tran-Burns
2025-08-26 00:00:00,-9609,Easy surface weight.,Stevenson-Ferguson
2025-08-12 00:00:00,-29327,Save itself foot what sign room wind.,Quick Loan Inc.
2025-08-04 00:00:00,10966.419070659016,Market else threat lawyer. Stay ok shake.,Diaz-Schaefer
2025-08-10 00:00:00,-3264,Hold several candidate suffer else avoid.,Duncan PLC
2025-08-16 00:00:00,-6878,Scene year rather return cut may.,Brown and Sons
2025-08-06 00:00:00,-5265,Must theory day. Sign story put son capital.,Aguilar Group
2025-08-14 00:00:00,-3200,Summer identify Democrat form those.,"Huang, Johnson and Anderson"
2025-08-04 00:00:00,-7547,Teach family her pull mention could improve cut.,"Santos, Huang and Woods"
2025-08-08 00:00:00,2591,Doctor wife oil popular eye scientist.,Williams-Wang
2025-08-01 00:00:00,-4230,Tv lay life. Know wear she develop.,Nixon LLC
2025-08-09 00:00:00,-8506,Sometimes throw official clearly.,Parker Inc
2025-08-19 00:00:00,-9464,Election item full building better address we.,Kennedy-Woods
2025-08-03 00:00:00,-4302,Stuff choose rest wrong.,Keller PLC
2025-08-13 00:00:00,-4220,Through design because paper west draw write.,"Ayala, Mayo and Houston"
2025-08-05 00:00:00,5660,About energy modern lead test goal.,Murray-Chavez
2025-08-16 00:00:00,-8275.786115436482,Want art simply could.,"Brooks, Thompson and Alexander"
2025-08-27 00:00:00,-5978,Agree build answer citizen experience young head.,"Alvarez, Edwards and Aguirre"
2025-08-08 00:00:00,6659,Child agreement anything enough.,Harding LLC
2025-08-16 00:00:00,-8290,Environment wall because speak. Bar ever project.,"Duarte, Lee and Matthews"
2025-08-13 00:00:00,-9060,Set either big send. Message moment memory.,Craig Ltd
2025-08-24 00:00:00,-9098,Despite agent guy debate better name system.,Hanson-Stewart
2025-08-10 00:00:00,-6222.060021455212,Election law especially discover.,"Brown, James and Arroyo"
2025-08-04 00:00:00,-3640,Son road sign news together.,"Espinoza, Neal and Mitchell"
2025-08-19 00:00:00,-3469,Ask itself such floor fund economy.,"Brown, Brooks and Jackson"
2025-08-26 00:00:00,1873,Pay nation rich poor it they.,Aguirre LLC
2025-08-04 00:00:00,-2922,Front most he point.,Flores LLC
2025-08-12 00:00:00,-11247.142101203517,Someone lot plan world very manage.,"Hernandez, Fleming and Jones"
2025-08-15 00:00:00,3685,Trip begin discussion.,Montoya Group
2025-08-23 00:00:00,-9673,Everybody behind dark certainly short blue.,Acosta-Flores
2025-08-17 00:00:00,-2752,Camera plant she necessary fund economic.,Jacobs-Lopez
2025-08-27 00:00:00,-9659,Health create together service me.,Ortiz-Smith
2025-08-11 00:00:00,6614.3384623049515,Available to activity success serious four side.,Haney Ltd
2025-08-21 00:00:00,-30000,Political indeed thing last those doctor.,Immediate Funding Inc.
2025-08-12 00:00:00,-9765,Mother realize more PM.,Cochran-Browning
2025-08-10 00:00:00,-3509,Tv drug first inside foreign memory including.,Clark Ltd
2025-08-09 00:00:00,-2825,Stop here usually feel article page human.,Johnson-Garcia
2025-08-27 00:00:00,899,How picture house shake four always.,Pope PLC
2025-08-19 00:00:00,-5102,Wait compare consider partner total dark serious.,Sanchez and Sons
2025-08-13 00:00:00,3077,Evening manager meet any allow foreign.,Perez Group
2025-08-08 00:00:00,-9940,Option firm doctor inside imagine else.,Gonzalez-Holmes
2025-08-12 00:00:00,-8481,World story reflect discussion have be.,"Spencer, Morgan and Diaz"
2025-08-29 00:00:00,-9345,Day Mrs population kid room mention cultural.,Flores LLC
2025-08-19 00:00:00,-1332.768437356207,Learn gun expect.,Guzman LLC
2025-08-04 00:00:00,3982,Drive student spring smile.,Garza-Brown
2025-08-25 00:00:00,-6982,Shake hold myself born keep.,Lewis-Hayes
2025-08-24 00:00:00,-1964,Serve offer Republican ready glass join.,Hicks Ltd
2025-08-25 00:00:00,-614,Newspaper oil kitchen front watch.,Garza-Brown
2025-08-07 00:00:00,-7157,Line table stage along continue role.,Fields Group
2025-08-16 00:00:00,4424,Because indeed some.,"Mueller, Cox and Ford"
2025-08-16 00:00:00,-4091,Yeah various paper throw.,Wood-Thomas
2025-08-05 00:00:00,-3885,Television end best.,Harris-Hernandez
2025-08-15 00:00:00,-8839,Character them and chance up interview most.,Reeves Group
2025-08-27 00:00:00,-2878,Particular reach so employee everything.,Jenkins-Hobbs
2025-08-24 00:00:00,-5541,Five response again season.,Stafford Ltd
2025-08-09 00:00:00,2103,Bit sometimes return with receive.,Dennis-Vargas
2025-08-04 00:00:00,-9999,Get exist nature in through.,Aguilar Group
2025-08-18 00:00:00,7209,Care leg only magazine. For lawyer budget issue.,"Lucero, Vaughn and Mckee"
2025-08-12 00:00:00,-8944,Natural chair pass science Republican hard.,Stewart-Fitzpatrick
2025-08-05 00:00:00,2199,Let plant whatever can. And herself sit table.,Harvey Group
2025-08-24 00:00:00,7783,Word television parent remain.,Sharp Ltd
2025-08-14 00:00:00,-6810,Road Republican agreement mouth anyone.,Bell PLC
2025-08-28 00:00:00,-2616,Fight catch serious later they.,Miller Ltd
2025-08-12 00:00:00,-7184,War ready visit foreign television half.,Davis-Williams
2025-08-18 00:00:00,995,Tough modern recognize travel.,Anderson-Reed
2025-08-01 00:00:00,8143,Must beyond pass two option significant light.,Massey-Perry
2025-08-05 00:00:00,-30000,Through loss hand man particularly even heart.,Immediate Funding Inc.
2025-08-25,10020,Transfer from Account #YYY,Internal Transfer
2025-08-30 00:00:00,-9576,Church result true reach decision natural beyond.,"Ayala, Mayo and Houston"
2025-08-10 00:00:00,-10000,Only newspaper change ground.,"Perez, Bailey and Park"
2025-08-02 00:00:00,-9878,Eye try perform.,Harding LLC
2025-08-14 00:00:00,-9737,Still deal kitchen help door attention.,"Collins, Bentley and Valdez"
2025-08-30 00:00:00,2182,Kitchen cell hundred.,"Brown, Brooks and Jackson"
2025-08-29 00:00:00,-6318,Condition data any without happen cup.,Hardin Inc
2025-08-20 00:00:00,-1096,Believe us view want son.,Watson Group
2025-08-01 00:00:00,-6249,By design bar skin read.,Sharp Ltd
2025-08-23 00:00:00,504,Serious create attack full worker.,Gonzalez-Holmes
2025-08-20 00:00:00,-2632,Tough tree hospital describe exactly.,Phelps-Edwards
2025-08-09 00:00:00,-6733,Can value sell pattern hot.,Ford-Morgan
2025-08-22 00:00:00,-3340,Head member activity.,Bell and Sons
2025-08-13 00:00:00,5817,Turn nation official former him later country.,Clements PLC
2025-08-06 00:00:00,3982,Just me year year eat for discover everyone.,"Webb, Price and Jimenez"
2025-08-09 00:00:00,-7591,Source yes trial.,"Mueller, Cox and Ford"
2025-08-13 00:00:00,5287,Degree four maintain seem live.,Miller Ltd
2025-08-03 00:00:00,-7956,Suggest church us.,Diaz-Schaefer
2025-08-23 00:00:00,4945,Term relate record rule some. Or evidence half.,"Clark, Bradley and Jackson"
2025-08-07 00:00:00,-5928,History trial arrive provide.,"Allen, Smith and Zamora"
2025-08-18 00:00:00,-7932,Our chair some figure dream use say common.,Montoya Group
2025-08-23 00:00:00,-9361,Clearly technology environment so ground.,Crawford and Sons
2025-08-13 00:00:00,-9550,Pay interview nor yet.,Williams and Sons
2025-08-25 00:00:00,-6960,Pattern cell protect buy.,"Jenkins, Gonzalez and Morgan"
2025-08-16 00:00:00,-9264,Behavior win public with. Firm threat sense with.,"Brown, Brooks and Jackson"
2025-08-07 00:00:00,-9970,Use number somebody ahead.,"Webb, Price and Jimenez"
2025-08-11 00:00:00,1949,Whole staff general.,Colon Ltd
2025-08-26 00:00:00,8130,Method happen build kitchen region able through.,Stevens Group
2025-08-24 00:00:00,-360,Manage explain drug later culture card ahead.,Becker-Mckinney
2025-08-27 00:00:00,-5933,Maintain pretty past go because participant side.,Johnson-Garcia
2025-08-13 00:00:00,4664,Wall bill wall next per by visit vote.,"Mueller, Cox and Ford"
2025-08-14 00:00:00,2194,Maintain however name though.,"Ayala, Mayo and Houston"
2025-08-06 00:00:00,-5037,Others gas one recent blue.,Clark Ltd
2025-08-11 00:00:00,5632,Push score surface floor catch.,"Santos, Huang and Woods"
2025-08-18 00:00:00,904,Everything smile property few field.,Harris-Hernandez
2025-08-11 00:00:00,-3500,Eight oil seven on as.,"Becker, Hammond and Davidson"
2025-08-27 00:00:00,2129,Run yeah whether. Standard term country camera.,Rasmussen Group
2025-08-18 00:00:00,-3157,Popular today career wind.,Hernandez-Rogers
2025-08-18 00:00:00,-9825,Set skill energy enough weight fish career.,Reeves Group
2025-08-06 00:00:00,8966,Baby sometimes necessary table.,"Webb, Price and Jimenez"
2025-08-07 00:00:00,-9971,Despite certain benefit. Everyone no bank they.,Horne Group
2025-08-23 00:00:00,-5357,She theory church.,Duncan PLC
2025-08-23 00:00:00,-266,Speech soon its whose ask.,Haney Ltd
2025-08-20 00:00:00,-4882,Amount language leader cold nor study.,Phelps-Edwards
2025-08-11 00:00:00,-5804,Simple visit item.,Juarez Group
2025-08-23 00:00:00,-4002.72438150853,Majority management deal picture.,"Chavez, Conway and Sosa"
2025-08-08 00:00:00,-9844,Customer course response score single.,"Webb, Price and Jimenez"
2025-08-26 00:00:00,-9382,It hair sign ability customer.,"Murillo, Lee and Lopez"
2025-08-05 00:00:00,-7916,National drug station new.,Ford-Morgan
2025-08-26 00:00:00,-5238,School myself federal record.,Bauer Inc
2025-08-01 00:00:00,-8440,Wide explain rock design.,Williams-Wang
2025-08-03 00:00:00,1981,Improve crime manager they.,Guzman LLC
